"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2003;"Terrestre";"SAXTOR";"Court";0;0;0;0,875;0,9875
2004;"Terrestre";"SAXTOR";"Court";0;0,25;0,75;1;1
2005;"Terrestre";"SAXTOR";"Court";0;0;0,142857142857143;0,75;1
2006;"Terrestre";"SAXTOR";"Court";0,0416666666666667;0,375;0,583333333333333;0,729166666666667;0,96875
2007;"Terrestre";"SAXTOR";"Court";0,075;0,75;1;1;1
2008;"Terrestre";"SAXTOR";"Court";0,025;0,416666666666667;0,777777777777778;1;1
2009;"Terrestre";"SAXTOR";"Court";0,05;0,5;0,75;1;1
2010;"Terrestre";"SAXTOR";"Court";0,4465625;0,528125;0,61875;0,709375;0,7909375
2011;"Terrestre";"SAXTOR";"Court";0,5;0,578947368421053;0,777777777777778;1;1
2012;"Terrestre";"SAXTOR";"Court";0,0323529411764706;0,323529411764706;0,647058823529412;0,656862745098039;0,665686274509804
2013;"Terrestre";"SAXTOR";"Court";0;0;0,25;0,5;0,95
2014;"Terrestre";"SAXTOR";"Court";0;0,0681818181818182;0,386363636363636;0,875;1
2015;"Terrestre";"SAXTOR";"Court";0,0347826086956522;0,347826086956522;0,5;0,5;0,95
2016;"Terrestre";"SAXTOR";"Court";0,0375;0,375;0,625;0,8125;0,98125
2017;"Terrestre";"SAXTOR";"Court";0;0;0;0,09375;0,453125
2018;"Terrestre";"SAXTOR";"Court";0;0;0;0;0,45
2019;"Terrestre";"SAXTOR";"Court";1;1;1;1;1
2004;"Terrestre";"SERLLA";"Court";0;0;0;0;0
2005;"Terrestre";"SERLLA";"Court";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2008;"Terrestre";"SERLLA";"Court";0;0;0;0;0
2015;"Terrestre";"SERLLA";"Court";0;0;0;0;0
2017;"Terrestre";"SERLLA";"Court";0;0;0;0;0
2018;"Terrestre";"SERLLA";"Court";0;0;0;0;0
2019;"Terrestre";"SERLLA";"Court";0;0;0;0;0
1992;"Terrestre";"SERSER";"Court";0;0;0;0;0
2004;"Terrestre";"SERSER";"Court";0;0;0;0;0
2005;"Terrestre";"SERSER";"Court";0;0;0;0;0
2008;"Terrestre";"SERSER";"Court";0;0;0;0;0
2010;"Terrestre";"SERSER";"Court";0;0;0;0;0
2011;"Terrestre";"SERSER";"Court";0;0;0;0;0
2012;"Terrestre";"SERSER";"Court";0;0;0;0;0
2013;"Terrestre";"SERSER";"Court";1;1;1;1;1
2014;"Terrestre";"SERSER";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2015;"Terrestre";"SERSER";"Court";0;0;0;0;0
2017;"Terrestre";"SERSER";"Court";0;0;0;0,5;0,95
2018;"Terrestre";"SERSER";"Court";0;0;0,111111111111111;0,416666666666667;0,941666666666667
2019;"Terrestre";"SERSER";"Court";0;0;0;0;0
1990;"Terrestre";"SITEUR";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1993;"Terrestre";"SITEUR";"Court";1;1;1;1;1
1997;"Terrestre";"SITEUR";"Court";0;0;0;0;0
1998;"Terrestre";"SITEUR";"Court";1;1;1;1;1
1999;"Terrestre";"SITEUR";"Court";0;0;0;0;0
2000;"Terrestre";"SITEUR";"Court";0,5;0,5;0,5;0,5;0,5
2001;"Terrestre";"SITEUR";"Court";0;0;0;0;0
2002;"Terrestre";"SITEUR";"Court";0,05;0,5;1;1;1
2003;"Terrestre";"SITEUR";"Court";1;1;1;1;1
2004;"Terrestre";"SITEUR";"Court";0;0;0;0,25;0,475
2005;"Terrestre";"SITEUR";"Court";0;0;0,5;1;1
2006;"Terrestre";"SITEUR";"Court";0,05;0,5;1;1;1
2007;"Terrestre";"SITEUR";"Court";0;0;0;0;0
2008;"Terrestre";"SITEUR";"Court";0;0;0;0,75;1
2009;"Terrestre";"SITEUR";"Court";0,05;0,5;1;1;1
2010;"Terrestre";"SITEUR";"Court";0;0;0,125;1;1
2011;"Terrestre";"SITEUR";"Court";0;0;0;1;1
2012;"Terrestre";"SITEUR";"Court";0;0;0;1;1
2013;"Terrestre";"SITEUR";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2014;"Terrestre";"SITEUR";"Court";0;0;0;0;0
2015;"Terrestre";"SITEUR";"Court";0;0;0,5;1;1
2016;"Terrestre";"SITEUR";"Court";0;0;0;0;0
2017;"Terrestre";"SITEUR";"Court";0;0;0;0;0
2018;"Terrestre";"SITEUR";"Court";0;0;0;0;0
2019;"Terrestre";"SITEUR";"Court";0;0;0;0,5;0,95
2010;"Terrestre";"STRALU";"Court";1;1;1;1;1
2015;"Terrestre";"STRALU";"Court";1;1;1;1;1
2017;"Terrestre";"STRALU";"Court";1;1;1;1;1
2007;"Aquatique";"STUVUL";"Court";0;0;0;0;0
2008;"Aquatique";"STUVUL";"Court";0;0;0;0;0
2019;"Aquatique";"STUVUL";"Court";1;1;1;1;1
2004;"Terrestre";"STUVUL";"Court";0,05;0,5;1;1;1
2005;"Terrestre";"STUVUL";"Court";0;0;0;0;0
2006;"Terrestre";"STUVUL";"Court";0;0;0;0,25;0,475
2007;"Terrestre";"STUVUL";"Court";0,113636363636364;0,318181818181818;0,545454545454545;0,772727272727273;0,977272727272727
2008;"Terrestre";"STUVUL";"Court";0;0;0;0,5;0,95
2009;"Terrestre";"STUVUL";"Court";0;0;0;0;0
2010;"Terrestre";"STUVUL";"Court";0;0;0;1;1
2011;"Terrestre";"STUVUL";"Court";0,05;0,5;1;1;1
2012;"Terrestre";"STUVUL";"Court";0;0;0;0;0
2013;"Terrestre";"STUVUL";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2014;"Terrestre";"STUVUL";"Court";0;0;0;0;0
2015;"Terrestre";"STUVUL";"Court";1;1;1;1;1
2016;"Terrestre";"STUVUL";"Court";0,5125;0,625;0,75;0,875;0,9875
2017;"Terrestre";"STUVUL";"Court";0;0;0,5;1;1
2018;"Terrestre";"STUVUL";"Court";0;0;0;0;0
2019;"Terrestre";"STUVUL";"Court";0;0;0;0;0
2005;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2006;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2007;"Terrestre";"SYLALA";"Court";0,00999999999999997;0,1;0,2;0,3;0,39
2008;"Terrestre";"SYLALA";"Court";0,0125;0,125;0,25;0,375;0,4875
2009;"Terrestre";"SYLALA";"Court";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2010;"Terrestre";"SYLALA";"Court";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2011;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2013;"Terrestre";"SYLALA";"Court";0,2;0,2;0,2;0,2;0,2
2014;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2015;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2016;"Terrestre";"SYLALA";"Court";0,428571428571429;0,428571428571429;0,428571428571429;0,428571428571429;0,428571428571429
2017;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2018;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2019;"Terrestre";"SYLALA";"Court";0,254166666666667;0,291666666666667;0,333333333333333;0,416666666666667;0,491666666666667
2002;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2005;"Aquatique";"SYLATR";"Court";1;1;1;1;1
2006;"Aquatique";"SYLATR";"Court";0,5125;0,625;0,75;0,875;0,9875
2007;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2008;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2010;"Aquatique";"SYLATR";"Court";1;1;1;1;1
2011;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2012;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2013;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2014;"Aquatique";"SYLATR";"Court";0;0;0;0,5;0,95
2015;"Aquatique";"SYLATR";"Court";0;0;0;0,25;0,925
2016;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2017;"Aquatique";"SYLATR";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2018;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2019;"Aquatique";"SYLATR";"Court";0,0166666666666667;0,166666666666667;0,333333333333333;0,416666666666667;0,491666666666667
2002;"STOC-rozo";"SYLATR";"Court";1;1;1;1;1
2003;"STOC-rozo";"SYLATR";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2004;"STOC-rozo";"SYLATR";"Court";0;0;0;0;0
2005;"STOC-rozo";"SYLATR";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2006;"STOC-rozo";"SYLATR";"Court";0,0149999999999999;0,15;0,3;0,45;0,585
2007;"STOC-rozo";"SYLATR";"Court";0,6;0,6;0,6;0,6;0,6
2008;"STOC-rozo";"SYLATR";"Court";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2009;"STOC-rozo";"SYLATR";"Court";0;0;0;0,166666666666667;0,316666666666667
2010;"STOC-rozo";"SYLATR";"Court";0;0;0;0;0
2011;"STOC-rozo";"SYLATR";"Court";0;0;0;0;0
2012;"STOC-rozo";"SYLATR";"Court";0,5;0,5;0,5;0,5;0,5
2013;"STOC-rozo";"SYLATR";"Court";0;0;0;0;0
2014;"STOC-rozo";"SYLATR";"Court";0,5125;0,625;0,75;0,875;0,9875
2015;"STOC-rozo";"SYLATR";"Court";0,2;0,2;0,2;0,2;0,2
2016;"STOC-rozo";"SYLATR";"Court";0,545454545454545;0,545454545454545;0,545454545454545;0,545454545454545;0,545454545454545
2017;"STOC-rozo";"SYLATR";"Court";0,508333333333333;0,583333333333333;0,666666666666667;0,833333333333333;0,983333333333333
2018;"STOC-rozo";"SYLATR";"Court";0,5375;0,875;1;1;1
2019;"STOC-rozo";"SYLATR";"Court";0,00909090909090906;0,0909090909090909;0,181818181818182;0,272727272727273;0,354545454545455
1989;"Terrestre";"SYLATR";"Court";0,21037037037037;0,303703703703704;0,407407407407407;0,412037037037037;0,416203703703704
1990;"Terrestre";"SYLATR";"Court";0;0;0,0172413793103448;0,270089285714286;0,401315789473684
1991;"Terrestre";"SYLATR";"Court";0;0;0;0,128647214854111;0,229166666666667
1992;"Terrestre";"SYLATR";"Court";0;0,0108695652173913;0,142857142857143;0,243055555555556;0,508333333333334
1993;"Terrestre";"SYLATR";"Court";0,0104166666666667;0,143333333333333;0,2;0,262931034482759;0,587053571428571
1994;"Terrestre";"SYLATR";"Court";0;0;0,0227272727272727;0,142857142857143;0,257718894009217
1995;"Terrestre";"SYLATR";"Court";0;0,0294117647058824;0,0909090909090909;0,1625;0,37
1996;"Terrestre";"SYLATR";"Court";0;0;0;0;0,06875
1997;"Terrestre";"SYLATR";"Court";0;0;0;0;0,264583333333333
1998;"Terrestre";"SYLATR";"Court";0;0;0;0,0232558139534884;0,394444444444445
1999;"Terrestre";"SYLATR";"Court";0;0;0;0,194331983805668;0,349906015037594
2000;"Terrestre";"SYLATR";"Court";0;0,0833333333333333;0,3125;0,5;0,646666666666667
2001;"Terrestre";"SYLATR";"Court";0;0;0,133333333333333;0,25;0,697154471544716
2002;"Terrestre";"SYLATR";"Court";0;0;0,1;0,316666666666667;0,635
2003;"Terrestre";"SYLATR";"Court";0;0;0,142857142857143;0,259259259259259;0,6375
2004;"Terrestre";"SYLATR";"Court";0;0;0;0,325;0,975925925925926
2005;"Terrestre";"SYLATR";"Court";0;0;0;0,188235294117647;0,931818181818182
2006;"Terrestre";"SYLATR";"Court";0;0;0;0,307692307692308;0,966666666666666
2007;"Terrestre";"SYLATR";"Court";0;0;0,159663865546218;0,4;0,823913043478262
2008;"Terrestre";"SYLATR";"Court";0;0;0;0,333333333333333;1
2009;"Terrestre";"SYLATR";"Court";0;0;0,184065934065934;0,5;0,854166666666667
2010;"Terrestre";"SYLATR";"Court";0;0;0;0,3;0,614999999999999
2011;"Terrestre";"SYLATR";"Court";0;0;0,16025641025641;0,314102564102564;0,677083333333333
2012;"Terrestre";"SYLATR";"Court";0;0;0;0,166666666666667;0,467307692307692
2013;"Terrestre";"SYLATR";"Court";0;0;0;0,133928571428571;0,7375
2014;"Terrestre";"SYLATR";"Court";0;0;0,166666666666667;0,458333333333333;1
2015;"Terrestre";"SYLATR";"Court";0;0;0;0,2;0,666666666666667
2016;"Terrestre";"SYLATR";"Court";0;0;0;0,142857142857143;1
2017;"Terrestre";"SYLATR";"Court";0;0;0;0,25;0,69375
2018;"Terrestre";"SYLATR";"Court";0;0;0;0,296428571428571;0,666666666666667
2019;"Terrestre";"SYLATR";"Court";0;0;0;0,25;0,624242424242424
2003;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2004;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2005;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2011;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2013;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2014;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2015;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2016;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2018;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2008;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2011;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2012;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2013;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2014;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2015;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2017;"Aquatique";"TROTRO";"Court";1;1;1;1;1
2018;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2006;"STOC-rozo";"TROTRO";"Court";0,025;0,25;0,5;0,527777777777778;0,552777777777778
2007;"STOC-rozo";"TROTRO";"Court";0,5;0,5;0,5;0,5;0,5
2008;"STOC-rozo";"TROTRO";"Court";0,5;0,5;0,5;0,5;0,5
2011;"STOC-rozo";"TROTRO";"Court";1;1;1;1;1
2012;"STOC-rozo";"TROTRO";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2013;"STOC-rozo";"TROTRO";"Court";1;1;1;1;1
2014;"STOC-rozo";"TROTRO";"Court";1;1;1;1;1
2015;"STOC-rozo";"TROTRO";"Court";1;1;1;1;1
2016;"STOC-rozo";"TROTRO";"Court";0,5;0,5;0,5;0,5;0,5
2017;"STOC-rozo";"TROTRO";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1989;"Terrestre";"TROTRO";"Court";1;1;1;1;1
1990;"Terrestre";"TROTRO";"Court";0,05;0,5;0,5;0,5;0,95
1991;"Terrestre";"TROTRO";"Court";0,025;0,25;0,5;0,5;0,5
1992;"Terrestre";"TROTRO";"Court";0;0;0;0,142857142857143;0,271428571428571
1993;"Terrestre";"TROTRO";"Court";0;0;0;0,375;0,9375
1994;"Terrestre";"TROTRO";"Court";0;0;0;0;0,2125
1995;"Terrestre";"TROTRO";"Court";0;0;0;0,166666666666667;0,241666666666667
1996;"Terrestre";"TROTRO";"Court";0;0;0;0,0357142857142857;0,132142857142857
1997;"Terrestre";"TROTRO";"Court";0,0187499999999999;0,1875;0,375;0,5625;0,73125
1998;"Terrestre";"TROTRO";"Court";0;0;0;0,25;0,925
1999;"Terrestre";"TROTRO";"Court";0;0;0;0;0
2000;"Terrestre";"TROTRO";"Court";0;0;0;0;0,566666666666666
2001;"Terrestre";"TROTRO";"Court";0;0;0;0,09375;0,94375
2002;"Terrestre";"TROTRO";"Court";0;0;0;0,0833333333333333;1
2003;"Terrestre";"TROTRO";"Court";0;0;0;0;0
2004;"Terrestre";"TROTRO";"Court";0;0;0;0,111111111111111;0,8
2005;"Terrestre";"TROTRO";"Court";0;0;0;0;1
2006;"Terrestre";"TROTRO";"Court";0;0;0;0,0833333333333333;0,875
2007;"Terrestre";"TROTRO";"Court";0;0;0;0,666666666666667;1
2008;"Terrestre";"TROTRO";"Court";0;0;0;0,5;1
2009;"Terrestre";"TROTRO";"Court";0;0;0;0,3;1
2010;"Terrestre";"TROTRO";"Court";0;0;0;0,0625;1
2011;"Terrestre";"TROTRO";"Court";0;0;0;0,602272727272727;1
2012;"Terrestre";"TROTRO";"Court";0;0;0;0,333333333333333;1
2013;"Terrestre";"TROTRO";"Court";0;0;0;0;1
2014;"Terrestre";"TROTRO";"Court";0;0;0;0,5;1
2015;"Terrestre";"TROTRO";"Court";0;0;0;0;1
2016;"Terrestre";"TROTRO";"Court";0;0;0;0,333333333333333;1
2017;"Terrestre";"TROTRO";"Court";0;0;0;0,333333333333333;1
2018;"Terrestre";"TROTRO";"Court";0;0;0;0,283653846153846;1
2019;"Terrestre";"TROTRO";"Court";0;0;0;0;0,793181818181818
2003;"Aquatique";"TURMER";"Court";0;0;0;0;0
2005;"Aquatique";"TURMER";"Court";0;0;0;0;0
2006;"Aquatique";"TURMER";"Court";0;0;0;0;0
2007;"Aquatique";"TURMER";"Court";0;0;0;0,0416666666666667;0,154166666666667
2008;"Aquatique";"TURMER";"Court";0;0;0;0;0
2009;"Aquatique";"TURMER";"Court";0;0;0;0,25;0,475
2010;"Aquatique";"TURMER";"Court";0;0;0;0,25;0,475
2011;"Aquatique";"TURMER";"Court";0;0;0;0,25;0,475
2012;"Aquatique";"TURMER";"Court";0;0;0;0;0
2013;"Aquatique";"TURMER";"Court";0;0;0;0;0
2014;"Aquatique";"TURMER";"Court";0;0;0;0;0
2015;"Aquatique";"TURMER";"Court";0;0;0;0;0,283333333333333
2016;"Aquatique";"TURMER";"Court";0;0;0;0;0,225
2017;"Aquatique";"TURMER";"Court";0;0;0;0,5;1
2018;"Aquatique";"TURMER";"Court";0;0;0;0;0,75
2019;"Aquatique";"TURMER";"Court";0;0;0,5;0,5;0,95
2000;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2002;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2003;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2004;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2005;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2006;"STOC-rozo";"TURMER";"Court";0;0;0;0,1;0,19
2007;"STOC-rozo";"TURMER";"Court";0,0149999999999999;0,15;0,3;0,45;0,585
2008;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2010;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2011;"STOC-rozo";"TURMER";"Court";0,4;0,4;0,4;0,4;0,4
2012;"STOC-rozo";"TURMER";"Court";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2014;"STOC-rozo";"TURMER";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2015;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2016;"STOC-rozo";"TURMER";"Court";1;1;1;1;1
2017;"STOC-rozo";"TURMER";"Court";0,25625;0,3125;0,375;0,4375;0,49375
2018;"STOC-rozo";"TURMER";"Court";0;0;0,5;1;1
2019;"STOC-rozo";"TURMER";"Court";0,00999999999999997;0,1;0,2;0,3;0,39
1989;"Terrestre";"TURMER";"Court";0;0;0;0,05;0,095
1990;"Terrestre";"TURMER";"Court";0;0;0,0192307692307692;0,3;0,4625
1991;"Terrestre";"TURMER";"Court";0;0;0;0,0625;0,139285714285714
1992;"Terrestre";"TURMER";"Court";0;0;0,0909090909090909;0,183333333333333;0,4375
1993;"Terrestre";"TURMER";"Court";0;0;0;0,05;0,376811594202899
1994;"Terrestre";"TURMER";"Court";0;0;0;0;0,4375
1995;"Terrestre";"TURMER";"Court";0;0;0;0,458333333333333;0,8875
1996;"Terrestre";"TURMER";"Court";0;0;0;0,0227272727272727;0,113068181818182
1997;"Terrestre";"TURMER";"Court";0;0;0;0;0
1998;"Terrestre";"TURMER";"Court";0;0;0;0,25;0,354545454545455
1999;"Terrestre";"TURMER";"Court";0;0;0;0,0227272727272727;0,107575757575758
2000;"Terrestre";"TURMER";"Court";0;0;0;0,0936532507739938;0,614583333333333
2001;"Terrestre";"TURMER";"Court";0;0;0;0,15625;0,771739130434782
2002;"Terrestre";"TURMER";"Court";0;0;0;0,2375;0,722222222222222
2003;"Terrestre";"TURMER";"Court";0;0;0;0,1;0,430803571428571
2004;"Terrestre";"TURMER";"Court";0;0;0;0,275252525252525;0,941666666666667
2005;"Terrestre";"TURMER";"Court";0;0;0;0,1625;0,444055944055944
2006;"Terrestre";"TURMER";"Court";0;0;0;0,25;0,5
2007;"Terrestre";"TURMER";"Court";0;0;0;0,375;1
2008;"Terrestre";"TURMER";"Court";0;0;0;0,1;0,662499999999998
2009;"Terrestre";"TURMER";"Court";0;0;0;0,2;0,562500000000001
2010;"Terrestre";"TURMER";"Court";0;0;0;0;0,533333333333334
2011;"Terrestre";"TURMER";"Court";0;0;0;0,243055555555556;0,851666666666666
2012;"Terrestre";"TURMER";"Court";0;0;0;0,0916666666666667;0,525
2013;"Terrestre";"TURMER";"Court";0;0;0;0,1;0,699999999999999
2014;"Terrestre";"TURMER";"Court";0;0;0;0,4;1
2015;"Terrestre";"TURMER";"Court";0;0;0;0,229166666666667;1
2016;"Terrestre";"TURMER";"Court";0;0;0;0;1
2017;"Terrestre";"TURMER";"Court";0;0;0;0,30952380952381;0,732142857142857
2018;"Terrestre";"TURMER";"Court";0;0;0;0,160714285714286;0,583035714285714
2019;"Terrestre";"TURMER";"Court";0;0;0;0,208823529411765;0,729166666666666
2007;"Aquatique";"TURPHI";"Court";0,0125;0,125;0,25;0,375;0,4875
2008;"Aquatique";"TURPHI";"Court";0;0;0;0;0
2011;"Aquatique";"TURPHI";"Court";0,5;0,5;0,5;0,5;0,5
2012;"Aquatique";"TURPHI";"Court";0;0;0;0;0
2016;"Aquatique";"TURPHI";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2019;"Aquatique";"TURPHI";"Court";0;0;0;0;0
2000;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2004;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2005;"STOC-rozo";"TURPHI";"Court";0,25;0,25;0,25;0,25;0,25
2006;"STOC-rozo";"TURPHI";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2007;"STOC-rozo";"TURPHI";"Court";1;1;1;1;1
2008;"STOC-rozo";"TURPHI";"Court";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2011;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2012;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2015;"STOC-rozo";"TURPHI";"Court";1;1;1;1;1
2016;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2017;"STOC-rozo";"TURPHI";"Court";1;1;1;1;1
2018;"STOC-rozo";"TURPHI";"Court";1;1;1;1;1
2019;"STOC-rozo";"TURPHI";"Court";1;1;1;1;1
1989;"Terrestre";"TURPHI";"Court";0;0;0;0;0
1990;"Terrestre";"TURPHI";"Court";0;0;0;0,0357142857142857;0,4375
1991;"Terrestre";"TURPHI";"Court";0;0;0;0;0
1992;"Terrestre";"TURPHI";"Court";0;0;0;0,125;0,4625
1993;"Terrestre";"TURPHI";"Court";0;0;0;0;0,825
1994;"Terrestre";"TURPHI";"Court";0;0;0;0;0
1995;"Terrestre";"TURPHI";"Court";0;0;0;0;0
1996;"Terrestre";"TURPHI";"Court";0;0;0;0;0
1997;"Terrestre";"TURPHI";"Court";0;0;0;0;0
1998;"Terrestre";"TURPHI";"Court";0;0;0;0,166666666666667;0,316666666666667
1999;"Terrestre";"TURPHI";"Court";0;0;0;0;0
2000;"Terrestre";"TURPHI";"Court";0;0;0;0,25;0,925
2001;"Terrestre";"TURPHI";"Court";0;0;0;0;0,85
2002;"Terrestre";"TURPHI";"Court";0;0;0;0,333333333333333;1
2003;"Terrestre";"TURPHI";"Court";0;0;0;0;1
2004;"Terrestre";"TURPHI";"Court";0;0;0;0,25;1
2005;"Terrestre";"TURPHI";"Court";0;0;0;0;1
2006;"Terrestre";"TURPHI";"Court";0;0;0;0;1
2007;"Terrestre";"TURPHI";"Court";0;0;0;0,25;1
2008;"Terrestre";"TURPHI";"Court";0;0;0;0,25;0,612499999999999
2009;"Terrestre";"TURPHI";"Court";0;0;0;0,5;1
2010;"Terrestre";"TURPHI";"Court";0;0;0;0;1
2011;"Terrestre";"TURPHI";"Court";0;0;0;0,425;1
2012;"Terrestre";"TURPHI";"Court";0;0;0;0;0,725
2013;"Terrestre";"TURPHI";"Court";0;0;0;0,25;1
2014;"Terrestre";"TURPHI";"Court";0;0;0;0,45;1
2015;"Terrestre";"TURPHI";"Court";0;0;0;0;0,574999999999999
2016;"Terrestre";"TURPHI";"Court";0;0;0;0;1
2017;"Terrestre";"TURPHI";"Court";0;0;0;0;1
2018;"Terrestre";"TURPHI";"Court";0;0;0;0;0,603571428571427
2019;"Terrestre";"TURPHI";"Court";0;0;0;0;0,875
2004;"Terrestre";"TURPIL";"Court";0;0;0;0;0
2002;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2004;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2005;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2006;"Terrestre";"TURVIS";"Court";1;1;1;1;1
2007;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2011;"Terrestre";"TURVIS";"Court";1;1;1;1;1
2012;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2013;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2014;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2015;"Terrestre";"TURVIS";"Court";1;1;1;1;1
2018;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2019;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2007;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2013;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2015;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2007;"Aquatique";"ACRARU";"Long";0;0;0;0;0
2007;"STOC-rozo";"ACRARU";"Long";0,00249999999999999;0,025;0,05;0,075;0,0975
2008;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2009;"STOC-rozo";"ACRARU";"Long";0,4;0,4;0,4;0,4;0,4
2010;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2011;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2012;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2013;"STOC-rozo";"ACRARU";"Long";0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111
2014;"STOC-rozo";"ACRARU";"Long";0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667
2015;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2016;"STOC-rozo";"ACRARU";"Long";0,25;0,25;0,25;0,25;0,25
2017;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2018;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2019;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
1992;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1993;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1994;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1995;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1996;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1997;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1998;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2002;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2004;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2006;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2007;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2008;"Terrestre";"ACRARU";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
